IPC,DSCR,IPCanterior,IPCanterior1,IPCanterior2,IPCanterior3,PM_L1_ICACHE_MISS,PERF_COUNT_HW_CACHE_L1D:READ:MISS,PERF_COUNT_HW_CACHE_L1D:WRITE:MISS,PERF_COUNT_HW_CACHE_LL:WRITE:MISS,PM_DATA_FROM_L3,PM_MEM_PREF,PERF_COUNT_HW_CACHE_L1I:PREFETCH:ACCESS,PERF_COUNT_HW_CACHE_L1D:PREFETCH:ACCESS,PM_MEM_READ,PM_L1_ICACHE_RELOADED_PREF,PM_DATA_FROM_MEMORY,PM_BR_MPRED_CMPL,LLC-LOAD-MISSES,PM_DISP_HELD_IQ_FULL,PM_CMPLU_STALL_DMISS_L3MISS,PERF_COUNT_HW_BRANCH_INSTRUCTIONS
0.672804,71,0.672271,0.816939,0.672364,0.801291,18291,3338827,948895,29934,4003792,6730388,18966,4077988,3204054,19178,1627490,182612,2090602,18429467,348163896,1432104
0.672203,71,0.672804,0.525397,0.672845,0.595108,22775,9975207,54529,1686,654700,12244846,18556,7031109,4353600,18203,2294853,82922,1731847,18318131,372745865,1225980
0.672808,71,0.672203,0.804420,0.672454,0.767347,17734,3305024,880189,27362,3961957,8718414,18633,5546364,3207010,19076,1628664,181953,2230101,26046888,387812061,1131413
0.672141,71,0.672808,0.525746,0.672730,0.588655,22017,9080727,55947,1680,761658,12307336,18897,7086896,3911664,18603,2105722,77267,1470155,13096522,331924869,1362724
0.672774,71,0.672141,0.789103,0.672442,0.768272,17948,3257025,957291,36734,3926056,8693718,18341,5687462,3319926,19538,1686090,183070,2338920,29222233,405134781,1024627
0.672036,71,0.672774,0.529531,0.672622,0.589176,21062,8090725,54634,1666,802938,12312862,18536,7093793,3769400,18531,2035797,62126,1648313,11441575,300452317,1968003
0.672722,71,0.672036,0.794310,0.672325,0.778087,18044,3148142,624970,13558,3916008,8168332,17220,5223685,3316890,18911,1681667,182992,2294063,35349810,407659475,1015733
0.672067,71,0.672722,0.567580,0.672525,0.583530,19850,7087814,55217,1678,839514,12308420,18143,7094674,3479726,19449,1890868,57917,1629488,9284958,290477255,2042562
0.672626,71,0.672067,0.745659,0.672352,0.679825,18440,3787598,939417,46234,3672322,8274826,17178,5164652,3311374,18909,1678504,183007,2366372,37918904,412372614,1005212
0.672131,71,0.672626,0.623973,0.672417,0.590097,19435,6225160,55755,1694,875508,12206964,18134,7027597,3163422,19256,1733933,57720,1631838,9329625,290608955,2041063
0.672511,71,0.672131,0.689025,0.672399,0.568420,18822,5044088,848075,33162,3273648,8452606,16562,5165949,3479182,18757,1761434,178972,2197287,43977890,413138816,1001859
0.672184,71,0.672511,0.688762,0.672292,0.663226,19490,5177737,64898,1714,862691,11666858,18108,6671046,3027416,18972,1661668,61761,1631911,9480549,290594523,2038874
0.672385,71,0.672184,0.631947,0.672447,0.458069,19275,6040426,843901,33860,2804587,8679806,17696,5206317,3631976,20004,1837655,173487,2123622,46862379,416898196,994943
0.672123,71,0.672385,0.709849,0.672210,0.739357,19657,4504882,189758,4252,855730,11999772,18469,6824680,3178192,18236,1738770,69171,1683542,10296318,299584665,1950060
0.672315,71,0.672123,0.626072,0.672375,0.446516,19731,6943539,914037,42704,2544799,8836190,16600,5211236,3623298,18886,1833005,173033,2037450,51774974,418733769,988128
0.672127,71,0.672315,0.704124,0.672140,0.791533,19558,3441927,891273,28860,831050,12196942,18049,6919929,3192884,17312,1741738,75164,1683047,10984825,295934652,1952266
0.672219,71,0.672127,0.629167,0.672284,0.453345,20554,7869199,977181,52494,2072580,8996216,16761,5214930,3614246,18991,1824530,171291,1906665,53591165,395335043,1172266
0.672160,71,0.672219,0.710375,0.672045,0.823396,18958,3132310,973492,37304,1055474,10066704,16322,5509798,3168928,17168,1699903,85060,1675762,11818212,291517098,1955568
0.672137,71,0.672160,0.628361,0.672207,0.452188,21044,8536176,1057686,64008,1852660,9136490,16347,5218085,3603600,18725,1817036,170718,1770231,53302174,365734985,1405473
0.672230,71,0.672137,0.712492,0.671964,0.829913,18721,3130026,800854,14032,1339783,8065660,18440,4174411,3191668,17097,1704628,97411,1677285,12471911,288379636,1955233
0.672056,71,0.672230,0.613213,0.672193,0.458644,21645,9474337,897132,43320,1521854,10352414,17410,5857183,3746782,18525,1888213,174734,1676675,52981322,344805092,1610973
0.672255,71,0.672056,0.712833,0.671891,0.837968,18483,3124476,886749,23748,1770560,6049594,18431,2852765,3531952,16933,1874978,107544,1842829,12528158,287702732,1951419
0.672011,71,0.672255,0.615887,0.672195,0.467319,22241,9791364,866528,38386,1149788,11684544,17274,6623914,3765334,18526,1894758,174940,1664693,52575618,342660798,1745771
0.672168,71,0.672011,0.703688,0.671848,0.816262,17669,3162257,879111,22130,1989746,4677134,17423,1965763,3374380,17129,1769303,120336,1837598,12639962,285176405,1952649
0.671955,71,0.672168,0.625603,0.672189,0.468487,22598,10596307,910852,44506,939930,12171422,18328,6944147,3474434,17117,1749115,173722,1791746,52668361,372346593,1641248
0.672109,71,0.671955,0.700461,0.671794,0.814074,17996,3160933,1049810,41612,2290304,4533212,18267,1968679,3507970,17056,1832738,132146,1833488,12700601,283062433,1954282
0.671899,71,0.672109,0.623591,0.672191,0.475578,23527,11464005,805930,30296,541886,12911806,19224,7462869,3530778,18075,1763183,171885,1775807,49406815,399810227,1147109
0.672055,71,0.671899,0.699273,0.671740,0.814602,17763,3159972,861690,15352,2654654,4391560,18752,1965104,3551596,17124,1838210,144184,1825672,12851806,280981279,1955984
0.671840,71,0.672055,0.621383,0.672143,0.556462,24038,11426187,926364,42748,501545,12977460,18851,7524810,3874206,18181,1969311,163351,1697014,46253049,402774715,1074869
0.672003,71,0.671840,0.700553,0.671683,0.815446,17824,3149811,957288,32750,2789705,4259754,18302,1958406,3433058,16121,1764158,155632,1818803,13000402,278720465,1958085
0.671748,71,0.672003,0.619316,0.672093,0.635584,24742,11318614,968706,49398,500183,12939508,19280,7514383,4089518,17941,2083868,153456,1705854,43933191,403674258,1084275
0.671962,71,0.671748,0.723458,0.671636,0.816061,17940,3145808,880770,19702,3092120,4122456,18985,1957542,3380066,17028,1738012,160520,1892061,13319070,294647381,1908544
0.671702,71,0.671962,0.613813,0.672058,0.697592,25082,11232824,942306,46854,501588,12898098,19542,7488760,4214478,16454,2125623,144934,1875752,39821156,403624870,1093247
0.671975,71,0.671702,0.746340,0.671596,0.811989,18018,3215810,1009775,31380,3369574,3939940,18255,1894350,3219330,17394,1640685,164252,1900099,13679176,296361443,1912192
0.671661,71,0.671975,0.586577,0.672069,0.715338,24756,11174334,946927,46340,500748,12889054,19465,7487711,4442448,18067,2289308,135687,1823822,35871337,402956219,1101974
0.671960,71,0.671661,0.772418,0.671550,0.810284,18305,3346418,946438,24438,3478479,3786668,18551,1857055,2882048,17564,1454541,168093,1898603,13407565,295492774,1888251
0.671633,71,0.671960,0.573202,0.672052,0.697536,24460,11160911,982315,50608,526716,12237032,19217,7031154,4530436,17738,2342704,126564,1786096,34104623,401088260,1110402
0.671967,71,0.671633,0.791475,0.671513,0.810092,18081,3343023,1037256,32250,3755942,3667310,18697,1855631,3054863,18626,1537247,174078,1825655,11375212,294291520,1657597
0.671594,71,0.671967,0.551352,0.672064,0.648300,23970,11155095,762754,45820,556363,12235322,19157,7028201,4398008,18458,2279896,116585,1845161,30701722,400806614,1116768
0.671969,71,0.671594,0.811962,0.671483,0.809653,18463,3334537,1029402,35612,4026430,3564480,18908,1853217,3207122,18935,1628376,181505,1768474,12847764,292236792,1786762
0.671563,71,0.671969,0.532752,0.672068,0.607458,23890,11216515,256742,29928,581600,12231696,19147,7025577,4354278,18172,2272662,107938,1858678,26426282,402189110,1124009
0.671946,71,0.671563,0.815877,0.671514,0.809403,19582,3328279,968047,26790,4031687,4835522,18803,2740395,3203620,19167,1626178,181331,1896321,15733335,309023629,1748904
0.671525,71,0.671946,0.526755,0.672041,0.596661,23267,10945454,55203,1666,606621,12234094,18856,7028582,4461554,18328,2346251,99472,1785482,24256044,400347291,1131913
0.671923,71,0.671525,0.818029,0.671550,0.809454,18187,3315964,911962,14828,4006191,6176396,18894,3692134,3204588,19381,1627535,181438,2060829,17338571,332119117,1590279
0.671507,71,0.671923,0.528338,0.672005,0.597749,23042,10536933,55606,1694,630455,12225588,18956,7023972,4437312,18211,2338271,90892,1767209,22450227,393867075,1154680
0.671934,71,0.671507,0.814328,0.671593,0.796156,18019,3304078,1116479,45538,3983412,7348688,18907,4520332,3202408,18897,1626513,181386,2093744,19406377,350562039,1450036
0.671514,71,0.671934,0.528784,0.671975,0.594726,22631,9882069,53868,1664,651779,12223474,18846,7023825,4338086,18311,2288782,83339,1739182,19350644,376719513,1212720
0.671943,71,0.671514,0.800904,0.671654,0.766198,17628,3297638,1056408,38232,3967178,8289400,18921,5205318,3207358,18769,1627107,181279,2127100,23181535,368347279,1319699
0.671490,71,0.671943,0.530258,0.671946,0.589488,22228,9492878,54873,1680,694758,12246622,18705,7052718,4018698,18626,2133067,82710,1686759,15855651,360674087,1266397
0.671957,71,0.671490,0.802008,0.671683,0.764014,17700,3263589,941077,20480,3946845,8616720,19009,5559107,3206614,19415,1627864,181050,2210709,26257351,385144796,1193377
0.671490,71,0.671957,0.530527,0.671918,0.588400,21786,9134513,55849,1686,751816,12288566,18883,7092494,3811914,18772,2052643,79952,1549196,13742944,342957171,1323961
0.671957,71,0.671490,0.797080,0.671710,0.763896,18061,3267778,957700,23684,3930244,8956272,18389,5876118,3251530,19250,1649200,181298,2281974,28633346,393445435,1188751
0.671530,71,0.671957,0.536726,0.671915,0.589721,21423,8909468,55699,1702,753544,12264150,18721,7092658,3776740,18054,2033380,77890,1540512,13779815,341635490,1327615
0.671973,71,0.671530,0.801704,0.671719,0.764484,17579,3233117,1206273,40176,3931711,8543394,19274,5588110,3204150,19542,1626947,179678,2198920,26968657,383259963,1257152
0.671582,71,0.671973,0.536410,0.671962,0.588245,21946,9159055,55757,1694,737878,12257364,18867,7088884,3744412,18122,2004965,82265,1641516,15212968,354609381,1283995
0.672005,71,0.671582,0.799363,0.671730,0.764138,17463,3231785,1209010,37734,3941238,8314310,18727,5363594,3204406,18795,1627350,179358,2130280,24760785,370612161,1353157
0.671646,71,0.672005,0.530001,0.672097,0.588697,22525,9447141,55704,1698,523334,11796378,17957,6986639,4290338,18406,2236590,106456,1869850,26867155,402339682,1123089
0.672027,71,0.671646,0.818137,0.671538,0.826348,18051,3277614,1173796,31216,4041111,3690208,20240,1965124,3203672,17935,1625781,179319,1767760,12382945,292261479,1737649
0.671708,71,0.672027,0.551047,0.672114,0.632482,23829,11138518,502058,32114,551599,12191338,18774,7026036,4367018,17670,2257405,116179,1833873,31743695,401916281,1115698
0.672057,71,0.671708,0.802481,0.671593,0.826961,18213,3282450,1148015,27724,3780533,3621778,18795,1854785,3042256,18194,1530620,174649,1753355,11341225,292743902,1704991
0.671762,71,0.672057,0.568614,0.672139,0.671224,24280,11143893,975096,38034,526865,12193262,19229,7025815,4478644,18133,2319253,124711,1774682,34322327,401093108,1109284
0.672077,71,0.671762,0.784450,0.671658,0.828070,18243,3290209,1204112,36248,3466624,3726554,18457,1853670,2905824,17287,1463216,168996,1862489,13174691,295024996,2053030
0.671821,71,0.672077,0.590978,0.672161,0.713962,24419,11087114,1169022,46314,497119,12416890,19622,7177705,4379554,17207,2251794,135523,1841439,36303456,403375691,1100131
0.672083,71,0.671821,0.762006,0.671727,0.826446,18150,3308813,1303554,44666,3395405,3833102,18833,1860039,3122748,17681,1583870,165544,1899465,13861441,296195134,2136298
0.671881,71,0.672083,0.615106,0.672167,0.713431,24905,11151016,1236316,54804,496671,12429664,19493,7176392,4186408,18178,2132008,140922,1891218,38549537,404067502,1094443
0.672106,71,0.671881,0.744307,0.671783,0.828988,17990,3137145,1113352,21820,3267825,3959132,18564,1903985,3328700,17138,1711841,162876,1890824,13613948,294388209,2141936
0.671936,71,0.672106,0.631325,0.672185,0.699794,25441,11192873,1163780,42102,498748,12451292,19386,7192674,4129336,18267,2103686,146058,1736850,41916373,404630747,1088069
0.672133,71,0.671936,0.730396,0.671832,0.833083,17931,3114674,1238344,29008,3057870,4099890,18834,1952960,3385725,16328,1739438,160549,1873624,13314671,290711807,2156455
0.672022,71,0.672133,0.646281,0.672208,0.681942,25091,11229188,1045295,46556,497970,12478680,19275,7197195,4075106,18803,2076176,152539,1695483,44382360,403210709,1083521
0.672184,71,0.672022,0.715593,0.671886,0.833113,17790,3100465,1256081,33322,2861189,4179318,18873,1960511,3427306,16309,1761456,157899,1811556,13144660,277068886,2204626
0.672090,71,0.672184,0.648334,0.672257,0.637556,24759,11293183,1283417,58690,496846,12432900,19311,7174134,3975714,18303,2023988,158120,1676256,45663638,402726749,1077937
0.672233,71,0.672090,0.709487,0.671941,0.833371,18173,3104844,1393515,50064,2741952,4259088,18549,1956880,3431766,16454,1760956,152571,1788750,13025595,272541845,2227555
0.672146,71,0.672233,0.650587,0.672306,0.589490,24378,11355178,1170781,45846,499258,12466332,19467,7182766,3736560,17109,1889632,164135,1735428,47027490,403768653,1070400
0.672282,71,0.672146,0.708605,0.671998,0.832932,17797,3104917,1299200,38432,2684325,4335592,18790,1957404,3524288,17346,1819926,146141,1792349,12943742,273690766,2232869
0.672201,71,0.672282,0.652651,0.672356,0.541546,24703,11425921,1125698,39642,496952,12519746,18388,7213430,3531522,18490,1764487,170050,1789701,49027581,403426973,1063861
0.672366,71,0.672201,0.707763,0.672054,0.832840,17642,3103353,1166916,29700,2516808,4412986,18265,1970418,3592762,16904,1878928,139452,1796717,12933980,274817927,2236748
0.672252,71,0.672366,0.637043,0.672405,0.498607,23884,11475139,1255278,56392,496207,12533974,18992,7221805,3531298,17644,1763743,171668,1724282,50286124,387545044,1496003
0.672424,71,0.672252,0.709639,0.672105,0.832661,17810,3108840,1145554,24862,2300430,4485258,19023,1963636,3519102,15430,1841078,133557,1794241,13237071,274881847,2255631
0.672303,71,0.672424,0.634272,0.672437,0.490369,23227,11049761,1099406,45886,697771,12209164,19085,7005310,3616918,17594,1820621,172090,1724560,51943223,372479219,1784704
0.672474,71,0.672303,0.710942,0.672158,0.832550,17781,3107513,1218504,27110,2102490,4560204,18053,1968080,3436790,16851,1798829,127011,1801324,12700941,276742537,2247210
0.672354,71,0.672474,0.635416,0.672460,0.487342,22769,10589379,1183469,44612,913641,12174792,18444,6940421,3470242,17986,1749713,172502,1733122,52881982,358513015,1975634
0.672537,71,0.672354,0.711785,0.672210,0.832429,17917,3110512,1254056,32068,1975070,4634880,18009,1966929,3361396,17075,1762816,120871,1804297,12694613,278053736,2251597
0.672408,71,0.672537,0.629388,0.672490,0.485935,22812,10044245,1108806,50118,1100186,12149596,18082,6901142,3685222,17396,1855835,173609,1665078,52659572,342452592,2030138
0.672531,71,0.672408,0.710947,0.672263,0.832775,17741,3116347,1212119,28184,1894869,4739846,13260,1950283,3515006,16160,1829015,112759,1802803,13037686,278666901,2270993
0.672458,71,0.672531,0.625965,0.672495,0.486984,22309,9649887,1223513,49486,1193166,11427766,16747,6440336,3755286,18604,1892882,173746,1667533,52768487,343002574,1928350
0.672540,71,0.672458,0.713125,0.672312,0.837604,17853,3100682,1284480,39734,1645024,6067372,18421,2840413,3521410,16915,1876278,104609,1648436,12226516,280441690,2262533
0.672514,71,0.672540,0.627321,0.672515,0.484026,22252,9465752,1221379,50154,1399343,10693966,17234,6046043,3742480,18540,1885598,173660,1675932,53023391,344908846,1867591
0.672542,71,0.672514,0.712994,0.672365,0.832306,18137,3105182,1328297,44142,1443697,7079174,18698,3512925,3229692,16027,1721933,100188,1641474,12401754,280104071,2272976
0.672565,71,0.672542,0.630590,0.672541,0.475908,21698,9166858,1226486,49852,1579199,9973536,17156,5658619,3678282,18509,1854369,171702,1711165,53121874,352121307,1776918
0.672521,71,0.672565,0.712397,0.672418,0.828181,18341,3100564,1315230,41966,1176447,8161442,18509,4228220,3146662,16977,1682099,93780,1642383,12038291,281635278,2277767
0.672622,71,0.672521,0.646426,0.672563,0.473247,21416,8669821,1306793,59996,1814779,9254140,17201,5273022,3552510,18455,1791567,168128,1779185,53244442,367451403,1658292
0.672523,71,0.672622,0.709002,0.672475,0.820605,18802,3118700,1291250,40066,1072867,9305404,18586,4990201,3147342,17286,1687885,86658,1640465,12076828,283013912,2297069
0.672673,71,0.672523,0.648870,0.672609,0.472391,21050,8200412,1168808,39372,1918558,9081086,16728,5214446,3538422,18049,1785336,168409,1854682,53499973,383902794,1534528
0.672533,71,0.672673,0.708342,0.672529,0.820117,18614,3120539,1308816,42728,961107,10348808,18889,5679775,3235136,17108,1743408,80269,1644416,11274778,285643709,2287622
0.672719,71,0.672533,0.649677,0.672658,0.473596,20743,7902891,1245374,48410,2019854,9015566,17051,5214758,3539224,19318,1788040,168253,1920255,53660775,398593916,1423258
0.672549,71,0.672719,0.710345,0.672576,0.816151,18939,3115329,1245374,35278,826494,11348598,18555,6346456,3243906,16805,1767225,74820,1645205,10895894,287404598,2292193
0.672745,71,0.672549,0.649697,0.672707,0.473354,20506,7536525,1218095,43132,2240108,8939186,16658,5212690,3545316,19009,1791918,169009,1984898,53034986,410874242,1331427
0.672598,71,0.672745,0.723325,0.672603,0.803205,19395,3234594,1293315,37404,830948,12369700,17140,6996802,3093824,17060,1692318,72396,1646553,10503084,289284492,2297172
0.672794,71,0.672598,0.648153,0.672760,0.469035,20046,7092174,1370939,64926,2434266,8865093,17102,5211095,3539854,19162,1791825,169477,2028904,49294504,409799689,1339737
0.865921,455,0.766060,1.020432,0.912557,1.427813,8771264,457329,1503021,18802,8703139,13558930,5429341,331910,127546,95126,91730,739307,12780,18895446,2165686,11374679
0.847283,455,0.865921,0.822478,0.876921,0.807978,27561,2885058,22089702,5312022,2674288,28515282,18885,8009779,2633092,20918,1364849,179591,1620907,20355395,257319066,1598195
0.842114,455,0.847283,0.829464,0.850530,0.833108,26527,9921292,167209,10534,2640684,28336938,19904,8057015,2462370,19706,1283273,171849,1670073,18986493,253416297,1785948
0.838580,455,0.842114,0.811496,0.843079,0.814218,27226,10271543,88339,1662,2192641,27908164,21196,8308835,2475780,18377,1324709,168558,1697719,15131872,249662038,1847427
0.837291,455,0.838580,0.801521,0.838245,0.805010,28675,11108371,88134,1822,1740379,28210664,21003,8567419,2491128,19222,1333362,167256,1683643,13488199,247147247,1876272
0.837012,455,0.837291,0.785632,0.835846,0.791843,27748,12029105,86441,1510,1585402,28081942,23720,8822960,2554280,18415,1370024,165879,1627751,12932430,237125029,1911709
0.836540,455,0.837012,0.761778,0.834846,0.767420,27811,12297959,83748,1534,1476009,27874496,21248,9111023,2637790,19144,1423053,164266,1572701,12077702,226841170,1942959
0.835742,455,0.836540,0.739170,0.834086,0.744470,27564,12560384,81059,1534,1290985,27623554,21237,9388073,2715222,20541,1476088,162716,1533931,11236609,218979119,1889933
0.834425,455,0.835742,0.724308,0.833014,0.728060,27795,12741736,145401,23022,1247571,27670322,22081,9524396,2854372,19300,1553987,167731,1407271,11231802,212572335,1803977
0.830141,455,0.834425,0.712651,0.832233,0.709120,28222,12831482,145625,23462,1249124,27763376,19853,9675032,2992304,19492,1618105,166620,1406934,12244967,215816555,1846886
0.826653,455,0.830141,0.766973,0.829651,0.750144,27887,12703834,190024,20042,1312396,27751934,22526,9044508,2769018,19715,1511897,153903,1513720,12642709,243059948,1760533
0.826068,455,0.826653,0.831471,0.827093,0.815974,28518,12548871,307910,35572,1401447,27850294,21825,8353229,2553988,20163,1406000,141387,1586123,12698961,265511638,1701230
0.826517,455,0.826068,0.860391,0.826460,0.860000,29485,12425655,206654,22816,1393660,27914886,19775,8212343,2434658,19891,1340157,139992,1631254,12758845,273610848,1704286
0.827027,455,0.826517,0.864195,0.826948,0.863938,29364,12307370,313476,34680,1334983,27874194,19994,8214697,2268784,19819,1273039,142047,1700412,12763246,283452048,1707079
0.827923,455,0.827027,0.865071,0.827435,0.864719,30827,12291870,214192,21496,1304610,27915123,19928,8214959,2264848,20061,1267176,140779,1697448,12404240,292269514,1712712
0.830772,455,0.827923,0.859970,0.828018,0.865141,29792,12272094,202883,19994,1298695,27804498,21502,8219697,2592900,19267,1401266,127808,1465706,12525088,286455564,1737409
0.833746,455,0.830772,0.779730,0.829474,0.805036,28678,12516620,273126,30686,1269647,27795366,20631,8879980,3058018,19372,1628858,123586,1335001,10801454,261331214,1984008
0.836124,455,0.833746,0.683960,0.831198,0.707360,28423,12733889,243006,24552,1122353,28299014,20524,10318862,3306208,19224,1748236,129775,1214531,8935121,235347342,2235088
0.835422,455,0.836124,0.588615,0.832708,0.612436,27781,12956696,318392,33748,973797,28787614,20634,11735716,3557250,19285,1870260,136022,1113182,7435773,213299712,2445800
0.831752,455,0.835422,0.560778,0.832821,0.539493,27003,12613894,453178,46966,1191071,28686820,19774,11985937,3577412,18991,1865490,145668,1157969,12753706,221452016,2287133
0.828337,455,0.831752,0.655917,0.830384,0.637512,25803,10700757,318976,29158,2001908,28165430,22732,10370398,3397278,19267,1738973,158506,1283252,19128593,244377960,2016282
0.826434,455,0.828337,0.753804,0.828227,0.730776,24213,8443131,325061,29486,2962762,27429502,19542,8741453,3162832,19456,1579328,171822,1442147,24891560,275062185,1736114
0.825285,455,0.826434,0.835860,0.826672,0.826585,22788,6156247,358483,32348,3940418,27387912,19293,7799946,3178996,20334,1558201,185120,1330142,27626198,286226441,1373016
0.824297,455,0.825285,0.868572,0.826188,0.846597,21588,4117654,737018,69174,4999554,27595004,18507,7005799,3248260,21175,1564397,191614,1457664,34111992,309929371,1258397
0.825833,455,0.824297,0.918216,0.825107,0.910913,21603,3459900,442662,28092,5356787,27818006,18982,6105932,2905906,19843,1383071,187061,1574651,35656106,307143427,1560676
0.827248,455,0.825833,0.863222,0.825806,0.882926,21311,3516530,397982,21564,5236863,27314720,19782,6826225,3177940,19412,1517337,202626,1439839,35278577,271886765,1675439
0.827661,455,0.827248,0.809644,0.826899,0.809227,20374,3699118,434124,26092,5129386,27189806,19895,7640502,3287958,19905,1574922,209779,1324712,35267727,249680947,1725969
0.827974,455,0.827661,0.807705,0.827292,0.808889,20266,3769030,276993,7746,5200031,27232684,19378,7645422,3531076,19587,1684540,205946,1269014,35174718,237516565,1720759
0.827121,455,0.827974,0.811509,0.827663,0.811821,20283,3765519,429446,27326,5241120,27201848,19517,7637652,3323682,20330,1606975,213322,1343617,35662499,228028792,1716830
0.824885,455,0.827121,0.838668,0.827656,0.821747,20589,3726482,289817,9550,5248477,27219432,19123,7165581,2903834,19932,1406799,228843,1616831,36402613,260066205,1472503
0.822557,455,0.824885,0.939171,0.826325,0.910590,20819,3503345,321871,12878,5402200,26749448,19396,5482622,2602078,20533,1262002,221183,1761210,38688117,291053245,1174264
0.822720,455,0.822557,1.053648,0.824864,1.024962,21375,3243298,497666,35140,5581721,26149122,19392,3790673,2294942,20527,1116878,213512,1905126,40935633,322404990,869025
0.824718,455,0.822720,1.063514,0.824173,1.082804,21802,3098955,363284,18666,4933104,26681072,19065,3705233,2320816,20234,1137428,206561,1768735,34115547,297102140,1161755
0.826401,455,0.824718,0.952285,0.825289,0.973558,23706,5559630,259509,8232,3822605,27376800,19067,5632564,2550916,19375,1294873,191312,1612890,27318998,268380977,1482920
0.827328,455,0.826401,0.855299,0.826361,0.862228,25391,7993129,393101,27508,2711861,28029748,19181,7519314,2547234,19614,1322248,177591,1584836,20768283,248644757,1797879
0.828236,455,0.827328,0.805718,0.826882,0.821114,26568,10175158,89107,1504,1614662,27619478,20991,8210805,2500062,19632,1335026,166926,1564994,14794598,226408245,2168561
0.827142,455,0.828236,0.731236,0.827641,0.739206,27575,12587912,80647,1502,1234749,27277670,19770,9311201,2850546,19457,1552274,165849,1396794,12905693,215339183,1883411
0.826425,455,0.827142,0.786294,0.827188,0.761835,27714,12646580,232356,22444,1324156,27669800,20078,8806506,2666294,19726,1462668,147843,1553861,13333344,256544054,1759134
0.826641,455,0.826425,0.861008,0.826512,0.856864,29401,12422126,385489,38342,1386058,27754166,19785,8196875,2464918,20394,1358877,136944,1588269,13019874,271217379,1753348
0.827107,455,0.826641,0.869809,0.826755,0.869546,29345,12269494,244771,20006,1312131,27717782,19936,8189193,2238798,19545,1257524,139699,1689306,13129432,286273911,1757474
0.828678,455,0.827107,0.868946,0.827090,0.870740,29281,12244700,357049,36228,1279711,27731388,19988,8200674,2389522,19372,1311924,134049,1427679,12920183,281242626,1778226
0.830490,455,0.828678,0.764539,0.827941,0.798634,28465,12505476,348050,34254,1235758,27659376,20500,9029591,3106464,19131,1652750,123718,1284321,10603458,250918044,2110868
0.830819,455,0.830490,0.634061,0.829024,0.665066,28053,12827851,464838,46806,1036166,28409796,20350,11018294,3447136,19148,1817177,132355,1123785,8098291,216018890,2447929
0.828898,455,0.830819,0.557995,0.829650,0.537790,27462,13108969,328637,29848,928702,28741660,22906,12041314,3571624,19054,1862764,144680,1157582,13323276,221628383,2313758
0.827291,455,0.828898,0.676931,0.828465,0.648303,25507,10367874,355128,29100,2192555,27976520,20077,10008232,3306190,19232,1683804,161630,1338766,20408134,255731618,1958186
0.826450,455,0.827291,0.801566,0.827276,0.771151,23455,7574517,396222,34198,3447018,27112516,20049,7903673,3040454,19390,1503153,178613,1319752,26121013,275729951,1467000
0.825912,455,0.826450,0.859526,0.826867,0.840972,21650,4874824,592355,46852,4698537,27738788,18419,7280432,3281204,22214,1586404,190884,1435429,33715545,306282022,1271155
0.826992,455,0.825912,0.915727,0.826256,0.910833,21196,3430690,469775,22700,5345991,27777300,18799,6097278,2912020,19857,1387981,187258,1547979,36032413,300994342,1614732
0.827580,455,0.826992,0.840850,0.826789,0.866039,21033,3540793,362910,12472,5195807,27188704,19768,7049100,3257782,19909,1558533,207198,1376386,35515646,255987269,1760666
0.827897,455,0.827580,0.813983,0.827354,0.815216,20401,3679068,300330,5332,5165243,27160300,20045,7640644,3450682,19588,1650195,205729,1260895,35568004,240141290,1763322
0.827587,455,0.827897,0.811051,0.827669,0.811293,20571,3815365,390213,17030,5212094,27048404,19703,7633127,3511562,19881,1681409,206053,1251890,35751705,224655350,1759437
0.826123,455,0.827587,0.831874,0.827852,0.822128,20274,3724514,323429,7872,5235961,27125299,19128,7447180,2932928,20310,1420875,228803,1602587,36660763,257463925,1524699
0.824897,455,0.826123,0.946080,0.827042,0.911870,20683,3492193,363909,7878,5405638,26638298,18986,5363616,2560614,20067,1244174,219276,1780722,39407522,295042977,1158016
0.825907,455,0.824897,1.047115,0.826018,1.051425,21296,3174259,423520,23248,5626455,25887624,19419,3260073,2300140,20398,1111224,208194,1922968,36257534,313356263,1072060
0.827255,455,0.825907,0.957798,0.826217,0.997390,23540,5263000,370180,18136,3731608,27069256,19258,5359839,2601264,20258,1329737,189446,1640644,24944394,266346149,1560067
0.827944,455,0.827255,0.826137,0.827127,0.842833,25992,8640071,279467,8676,2416162,27617882,19352,8011907,2552336,17984,1373009,169022,1661331,16717732,241200392,2181507
0.827146,455,0.827944,0.737623,0.827598,0.755713,27442,12190762,81227,1544,1227658,27050292,19922,9099240,2889200,18511,1597263,162899,1410609,13298618,218908451,1907576
0.826877,455,0.827146,0.809852,0.827192,0.774695,27714,12531641,336946,29514,1364135,27572986,19743,8410371,2673748,19703,1496765,136186,1565880,13418936,264802912,1787595
0.827378,455,0.826877,0.869968,0.826938,0.869543,29021,12205744,311555,26634,1309617,27614856,19516,8185258,2360466,19494,1348414,135309,1679488,13425064,284953214,1792150
0.829009,455,0.827378,0.850924,0.827229,0.871111,29169,12165064,273960,20244,1288776,27523782,20460,8212965,2790202,19214,1532725,123029,1397323,12562912,274729831,1900850
0.829574,455,0.829009,0.683992,0.828103,0.729884,28401,12598727,388759,35694,1125500,27976992,20187,10053512,3478050,19187,1864661,125254,1162161,9016710,224200364,2389993
