IPC,DSCR,IPCanterior,IPCanterior1,IPCanterior2,IPCanterior3,PM_L1_ICACHE_MISS,PERF_COUNT_HW_CACHE_L1D:READ:MISS,PERF_COUNT_HW_CACHE_L1D:WRITE:MISS,PERF_COUNT_HW_CACHE_LL:WRITE:MISS,PM_DATA_FROM_L3,PM_MEM_PREF,PERF_COUNT_HW_CACHE_L1I:PREFETCH:ACCESS,PERF_COUNT_HW_CACHE_L1D:PREFETCH:ACCESS,PM_MEM_READ,PM_L1_ICACHE_RELOADED_PREF,PM_DATA_FROM_MEMORY,PM_BR_MPRED_CMPL,LLC-LOAD-MISSES,PM_DISP_HELD_IQ_FULL,PM_CMPLU_STALL_DMISS_L3MISS,PERF_COUNT_HW_BRANCH_INSTRUCTIONS
1.313325,1,1.329235,1.316923,1.334577,1.333622,3923397,13529608,5020064,425574,11438634,14154,6244296,6618,9358,6104245,15158,1406041,845832,99753159,56199350,20636619
1.286632,1,1.313325,1.250206,1.321845,1.273998,3261173,13498658,4338053,370230,10975571,12648,5157494,5701,14936,4918963,31334,1162085,1453878,92664919,100943928,19547458
1.253052,1,1.286632,1.158245,1.296347,1.179309,2756826,12738455,3814781,330350,8943702,9650,4047127,3946,95732,3968746,68311,950674,1985895,87530962,146944435,18226925
1.218074,1,1.253052,1.074394,1.263708,1.092926,2247627,12274119,3186531,294268,8355610,10334,3771635,3995,17346,3421085,60803,819863,2704307,80743686,193712099,16757275
1.183374,1,1.218074,0.999558,1.228329,1.019156,1898118,11705398,2725654,255650,7484725,10388,3187188,3630,18522,3114028,83178,748270,3261690,75192949,229376450,15714275
1.149849,1,1.183374,0.929455,1.193011,0.946181,1736511,11098000,2546438,231414,6407296,12046,2765342,2638,22084,2856198,109921,662272,3719212,71153668,257263485,14740396
1.118753,1,1.149849,0.877136,1.158672,0.884539,1530620,10442670,2370682,226092,5597811,6908,2495795,2260,18914,2569204,132571,612703,4130689,66278636,281275578,14099500
1.111285,1,1.118753,0.840367,1.126739,0.855489,1443718,9997013,2254461,213066,4853927,8028,2378212,2305,17804,2275851,143194,546626,4440391,63517116,300451612,13562978
1.122383,1,1.111285,1.221278,1.107850,1.198969,5717966,10546755,4939247,430328,9429880,3880,5030541,1324,7956,3603640,4286,4765602,154444,61919572,6929700,22876186
1.131997,1,1.122383,1.256653,1.119396,1.254378,1476141,10680931,1011550,159716,9992978,2046,2469127,645,8056,2610683,9010,4504636,355382,67440086,18659989,22876895
1.138053,1,1.131997,1.238121,1.130304,1.249484,1380234,10981818,954168,136920,9939741,2688,2236516,640,8764,2031515,22224,4309557,661728,65459007,38972491,22414022
1.140378,1,1.138053,1.196722,1.137317,1.210910,1133753,10671696,819895,116850,9211795,3088,1775316,652,9738,1665910,36873,4163305,944113,64665066,56799057,21889092
1.139710,1,1.140378,1.155984,1.140498,1.164422,969760,10369382,706167,99414,8584887,4400,1540345,664,8762,1622499,53878,3779610,1394193,68004817,84252158,20968861
1.137365,1,1.139710,1.123435,1.140562,1.137650,980446,10403980,720745,98092,8045175,4092,1602173,682,8592,1320830,63306,3853384,1821298,69571564,110494830,20065195
1.132993,1,1.137365,1.070706,1.138384,1.072966,721196,9434691,553942,75568,7438709,2740,1341089,341,10180,1265407,84498,3485700,2002754,71132478,121506825,19701707
1.127802,1,1.132993,1.051178,1.134101,1.062273,742431,9213678,570998,80472,6939226,2022,1234653,361,35476,1107075,91514,3517718,2193336,75772778,138541949,19231396
1.122568,1,1.127802,1.035941,1.129666,1.035617,660559,9169100,533762,76600,6979427,3178,1190744,339,18062,1275937,115216,3016319,2610564,73522739,164038644,18309975
1.116355,1,1.122568,1.006325,1.124124,1.007553,554148,8814882,510631,71326,6787912,2134,1346433,367,15178,1084630,123724,3077703,2526639,74069308,160109017,18442904
1.110464,1,1.116355,1.000375,1.118037,1.010071,615252,9144825,500195,70186,6043139,3734,1075541,340,19228,952063,128011,3312855,2769191,74013788,175052912,17976109
1.103683,1,1.110464,0.971317,1.112093,0.978874,537971,8543137,502895,71266,5971293,3050,989895,332,21200,976690,148923,2981343,2713244,71517270,172903645,18008730
1.097072,1,1.103683,0.953901,1.105267,0.968007,615911,8804232,524946,68702,4913048,3008,861666,338,26228,922791,169171,2878361,2824456,73019247,180910674,17732286
1.090537,1,1.097072,0.953696,1.098861,0.945451,482265,8435337,417145,58388,5689760,3246,1106663,369,36412,1045173,198736,2626555,3100469,74123370,199470558,17098269
1.083518,1,1.090537,0.917130,1.092316,0.909897,509581,8283509,432318,60984,4988072,5758,911980,336,38310,934938,201313,2706554,3170440,74989362,207570412,16805933
1.076945,1,1.083518,0.921505,1.085397,0.925642,560758,8448273,497994,66128,5136798,2698,1011971,0,46756,894241,210353,2688314,3365814,74845066,219079134,16412433
1.070529,1,1.076945,0.910032,1.078854,0.923430,520273,8471811,464366,67296,5047185,2888,896243,341,52710,858349,231071,2477227,3557151,73557364,230914896,16033920
1.063616,1,1.070529,0.890135,1.072257,0.899706,535719,8372731,444867,59496,4781972,3610,887968,354,76408,896242,260502,2111811,3433655,73158080,226501912,16126936
1.056980,1,1.063616,0.875614,1.065365,0.878199,514679,8150578,495741,63450,4096532,3544,839748,339,72162,774800,234177,2572028,3612040,73096672,239237943,15769161
1.049436,1,1.056980,0.851774,1.058680,0.861562,521472,8065477,468455,64152,4164612,3556,798244,336,68606,742387,267953,2441238,3617131,71919194,241665564,15255284
1.041608,1,1.049436,0.800867,1.051483,0.789619,419388,7330837,393704,52690,3567764,3634,562045,348,108586,772752,284932,1878741,3542266,76667733,262323655,14719582
1.034116,1,1.041608,0.806593,1.043341,0.819745,431558,7630023,409084,55870,3469351,3124,760553,341,119140,738875,310338,1887749,3431872,75775001,257837328,15002837
1.026267,1,1.034116,0.763821,1.035859,0.764662,434764,7277229,360723,47096,3197606,1802,647535,0,116676,644819,297104,2023466,3489274,74621651,261644681,14821623
1.018912,1,1.026267,0.776297,1.028145,0.787359,350791,7075874,354988,48018,3323489,6950,579513,351,133312,724953,313556,1951544,3756949,75955970,282370284,14135515
1.011526,1,1.018912,0.750225,1.020757,0.771095,379532,7081833,367948,48966,3259615,3400,713484,351,164864,610298,347157,1909962,3801258,75382645,286870919,13947118
1.010015,1,1.011526,0.761544,1.013310,0.778628,392555,7345156,380415,50722,3146889,3738,665205,387,135632,560066,304018,2049271,3877841,75766492,291705017,13813179
1.014222,1,1.010015,1.015916,1.007933,0.746246,323489,6810697,347204,45252,5139389,11838,8009193,4789,45172,7264909,26498,2598143,449037,84819733,22248203,21975458
1.021758,1,1.014222,1.327122,1.012233,1.328409,2806394,13157930,1937894,262224,11685529,5848,4246151,2289,26834,3790151,34279,2387594,636240,83786692,34840066,22483053
1.027670,1,1.021758,1.282404,1.020132,1.292530,2083910,12924312,1483531,200310,11279841,4610,3038273,1680,27028,2895885,61078,2178475,1041436,79142457,63063375,22052694
1.031739,1,1.027670,1.226097,1.026464,1.240238,1543334,12357025,1137287,151956,10452000,3506,2385759,1023,23748,2340036,80759,2089502,1451637,75708048,90022164,21212834
1.034406,1,1.031739,1.177129,1.031067,1.205288,1244896,11937379,874309,120912,9400361,3956,1993428,967,24450,2068338,104197,1965941,2005221,72160559,124697145,19906453
1.035272,1,1.034406,1.105635,1.034039,1.110480,1198156,11090024,904167,117268,8425088,4030,1777335,1034,22838,1690994,113331,1897305,2386180,68758794,149285016,19175995
1.035299,1,1.035272,1.068023,1.035329,1.103198,941604,10890264,632257,90234,7262161,4876,1736696,1026,27702,1661052,141775,1831314,2912821,66362828,181176173,17960962
1.034372,1,1.035299,1.017020,1.035549,1.030458,917267,10209414,705689,88514,6714690,3050,1387512,333,30274,1426741,158710,1642195,3181733,65680557,197353910,17391436
1.032675,1,1.034372,0.970505,1.034650,0.985434,864505,9835184,649190,84732,5735099,7864,1475796,1011,29746,1348781,166531,1604754,3279178,63579693,205991906,17333489
1.030580,1,1.032675,0.959306,1.033209,0.965561,741198,9523857,566903,75736,5615372,4294,1347506,678,33670,1249472,172947,1544835,3660710,61566151,229571623,16481167
1.027967,1,1.030580,0.910725,1.031276,0.921805,782983,9208713,651514,77150,5050065,5204,1238571,680,49194,1357542,204841,1534725,3913982,60869227,244225862,15866161
1.025225,1,1.027967,0.898030,1.028720,0.896309,822868,9059880,661209,78872,4988987,4116,1119901,718,53552,1207121,230404,1517121,4030237,60170542,251886460,15598183
1.022046,1,1.025225,0.871864,1.025990,0.856110,697028,8592998,575888,69142,4766571,3866,1058362,364,51942,994288,225507,1429654,4142340,59382796,259444574,15473516
1.018752,1,1.022046,0.870966,1.022895,0.868716,683455,8688958,539091,69088,4282091,3060,1043549,347,61894,1075269,250424,1435733,4243175,59673734,266696476,15084408
1.015413,1,1.018752,0.863979,1.019716,0.854491,673878,8591259,536410,68332,4058012,7782,1116182,671,66488,972701,255510,1455094,4431764,60481847,276864667,14541788
1.011857,1,1.015413,0.835398,1.016388,0.831704,643844,8385749,533071,67208,3878931,5314,1068101,701,89616,1085123,293913,1476878,4564120,58948537,285020651,14392263
1.008185,1,1.011857,0.826346,1.012805,0.828670,619867,8334861,508268,64100,3697423,2658,990955,363,95430,1055493,305584,1407318,4546820,58400244,285581706,14368966
1.004577,1,1.008185,0.830470,1.009106,0.830870,632162,8354276,494308,65926,3129980,4354,996201,706,114406,1044101,349107,1373763,4525819,57666532,286866582,14346315
1.000461,1,1.004577,0.805175,1.005563,0.817112,629044,8208836,498331,65758,2962808,4428,968344,670,117046,942493,356508,1396019,4746913,55986829,299763355,13994705
0.995902,1,1.000461,0.740247,1.001669,0.781580,608179,7906630,505419,61044,2524659,4686,896879,718,387590,785657,443538,1153816,4394879,57433718,318162620,12979014
0.991252,1,0.995902,0.737838,0.997074,0.747057,547483,7504534,457372,56920,3081530,8556,834523,337,130040,695375,337892,1202146,4478618,55828631,321527404,12977816
0.986778,1,0.991252,0.730678,0.992445,0.723380,595437,7407339,552568,62252,2494993,4872,844164,724,169168,892183,354917,1269437,4487831,55359135,326368231,12727028
0.982318,1,0.986778,0.731571,0.987934,0.730492,449432,7264568,324301,46542,2793146,3714,795856,339,189196,839136,397223,1248221,4590084,56595658,326957319,12703919
0.977850,1,0.982318,0.718148,0.983513,0.722197,530543,7365136,431004,55134,2443761,3274,673764,331,188804,852634,373821,1250397,4481511,59666289,328562951,12359032
0.973527,1,0.977850,0.712416,0.979048,0.720665,498020,7289937,377246,49512,2630460,3166,820389,338,196376,779529,426678,1196959,4691053,55055067,337525379,12257582
0.969265,1,0.973527,0.696106,0.974601,0.706287,464722,7119118,380579,51168,2356694,5086,747470,355,250292,916186,441036,1239658,4504900,53414443,331866471,12606681
0.964811,1,0.969265,0.689501,0.970239,0.703613,425666,7024651,359626,45286,2423090,3922,724303,336,220879,716230,436586,1139921,4317799,56406497,318642157,12887180
0.960472,1,0.964811,0.698327,0.965950,0.688728,444145,6916442,365754,47630,2361773,4474,820700,688,230618,693216,442588,1195483,4653373,57738697,338960680,11992534
0.956194,1,0.960472,0.678642,0.961631,0.670839,536136,6877529,509383,58444,2236884,3360,786074,347,257546,809453,487462,1152392,4654504,54742221,345522006,11763085
0.952119,1,0.956194,0.685953,0.957224,0.681327,491679,6958943,430367,52822,2162260,3140,793381,347,273076,757587,485241,1168564,4463149,56317784,334731018,12180841
0.948006,1,0.952119,0.684541,0.953071,0.697066,454165,7005612,373512,47720,2384775,9758,853487,693,277790,713100,475418,1204825,4510067,53803143,334547643,12405744
0.944069,1,0.948006,0.693206,0.949060,0.685130,492422,6966966,433606,51012,1852931,3730,616200,358,288402,715362,495961,1182681,4647834,53627878,345925485,11811176
0.940071,1,0.944069,0.669358,0.945090,0.695377,391484,6954534,334222,44040,1979246,3506,722061,351,320958,670661,512509,1125147,4508646,55652197,340866243,11809330
0.936303,1,0.940071,0.672526,0.941088,0.679168,428258,6861443,355879,45698,2249119,3820,827898,350,324718,697210,535221,1183201,4511653,54709378,346191887,11683340
0.932570,1,0.936303,0.668709,0.937197,0.656738,494575,6714002,437757,51632,2005361,3512,643166,339,355606,690227,549979,1166354,4439266,53202558,337684437,12145953
0.928777,1,0.932570,0.676566,0.933504,0.673181,401296,6812882,305000,43040,1931486,4792,555381,352,339208,676087,496932,1149860,4512198,53499368,342769009,11848142
0.925104,1,0.928777,0.667915,0.929802,0.650664,472824,6682004,426307,50332,1712083,3486,647615,365,358168,674627,527576,1150130,4438614,54421633,351686742,11234197
0.921502,1,0.925104,0.670670,0.926018,0.699840,437820,6992693,386722,50984,1830399,4688,721655,677,401240,622644,581109,1091634,4401464,52465430,344941622,11679793
0.918073,1,0.921502,0.651690,0.922422,0.668275,446581,6815256,385185,49134,1810814,3332,700340,340,395500,608172,623854,1063337,4431718,53427142,347282192,11509641
0.918407,1,0.918073,0.647094,0.918781,0.625390,391969,6372449,305427,41482,1933963,3316,728321,346,372660,594859,538428,1149645,3798657,66857707,305052882,11790609
0.921931,1,0.918407,1.219228,0.917344,1.188918,5622014,13830187,5286937,576144,12704146,14252,6410981,5543,56968,5319093,61514,1640077,871303,105713914,47161233,20570480
0.924434,1,0.921931,1.196935,0.921268,1.229816,2439595,15234274,2338748,296098,12878170,7620,3577961,2915,45796,3222839,100567,1273693,1767384,90602965,111073968,18935292
0.925505,1,0.924434,1.067858,0.924132,1.090107,1673296,13654284,1582330,207212,10348135,8072,2594230,2290,48086,2459073,146733,1089087,2648364,80923121,166027808,17184575
0.926897,1,0.925505,0.975000,0.925482,0.998497,1380194,12542498,1333780,167972,8626108,9080,2125999,2033,43780,2048317,181025,959804,3343345,73147235,208768813,15825122
0.929556,1,0.926897,0.995532,0.925751,0.922531,1149550,11606859,1113530,138110,7434360,5842,1677354,1340,42404,1131428,128763,2577089,6895,64047828,3637978,24603719
0.935124,1,0.929556,1.292502,0.928444,1.295732,64500,7934379,146919,29720,7871542,360,92028,0,6360,84719,3038,5966437,2782,64104852,1577168,24861215
0.942731,1,0.935124,1.477705,0.932928,1.289779,50282,7901898,118282,20536,7502591,1176,73779,0,21728,158576,10820,103688,5849,102311662,3012258,28747861
0.951299,1,0.942731,1.663920,0.940578,1.667334,79463,12055439,196728,35400,11987681,192,107841,0,6318,100878,3140,33201,2996,99188904,1590681,28782253
0.959649,1,0.951299,1.665697,0.949162,1.662644,66632,12031566,180577,29378,11983909,138,93055,0,4612,91276,2385,24536,2427,106044224,1232835,28997511
0.967753,1,0.959649,1.670760,0.957614,1.670861,63079,12077363,162249,25442,12047981,384,86944,0,4016,85927,2189,22312,2300,107595524,439863,28822954
0.975756,1,0.967753,1.649409,0.965770,1.648428,58723,11776620,153884,23870,11694049,1164,81207,0,3318,80882,2917,26589,3033,105838015,986952,28841475
0.983767,1,0.975756,1.652539,0.973630,1.651787,57523,11750128,154528,23006,11708943,446,78654,0,3380,78711,6401,24254,19050,103629233,9336271,28748009
0.991974,1,0.983767,1.714821,0.981706,1.712483,97205,13365922,242195,45726,13373715,306,127336,0,8676,116785,4324,39898,3970,120675438,2039488,28652039
0.999879,1,0.991974,1.718962,0.989927,1.715055,73415,13388261,197869,31944,13371277,292,103842,0,6100,101741,4111,27379,13795,129270147,2075483,28853834
1.007361,1,0.999879,1.707661,0.997999,1.714629,68049,13390603,183023,28996,13256380,384,94784,0,4710,92562,56768,26342,88449,120963102,6527314,28293356
1.014391,1,1.007361,1.652462,1.005568,1.642850,58703,12435607,128008,19462,11748810,2354,62609,0,6426,62181,3213,37670,6785,103865558,1918475,28910332
1.021604,1,1.014391,1.661718,1.012633,1.661344,48469,11939130,7267,1782,11722019,310,61410,0,6000,62287,2418,37559,8650,103792055,900553,28934771
1.028783,1,1.021604,1.702313,1.019736,1.684290,45796,12282886,6858,1702,13311682,296,70628,0,6714,69686,5668,39471,7568,122889873,1582667,28788664
1.035656,1,1.028783,1.702745,1.027093,1.727242,53209,13491088,11595,1742,13417649,168,70119,0,5436,65743,5115,30254,7739,101961438,1299798,28917248
1.042207,1,1.035656,1.667214,1.033998,1.666916,50621,12052402,7113,1756,11996041,126,64177,0,3152,64158,2112,32555,3662,101973872,1061483,28938123
1.048618,1,1.042207,1.667414,1.040581,1.667480,50350,12044576,7283,1762,12005943,718,64127,0,3424,63590,2512,32545,3531,101946665,1000540,28948385
1.055043,1,1.048618,1.667314,1.047029,1.667061,49307,12037866,7100,1770,11995990,334,62631,0,2622,63577,1746,32803,4172,102026854,1111018,28930292
1.061580,1,1.055043,1.687144,1.053345,1.668150,49232,12047126,7095,1746,12004416,194,63439,0,19560,64636,13801,84861,11079,128857396,2909700,28868110
1.067935,1,1.061580,1.721112,1.059913,1.715135,53284,13382144,8686,1748,13400865,58,70033,0,5490,69569,4140,25129,49887,130943293,3455375,28876658
1.073843,1,1.067935,1.673141,1.066455,1.704834,52591,13183900,7310,1764,12951095,218,67206,0,17380,63380,12492,33783,7007,103849403,1667107,28911648
1.079583,1,1.073843,1.661873,1.072390,1.662208,48568,11948278,7246,1736,11748309,906,62197,0,5706,62342,2981,36640,7302,103209281,1818814,28914773
1.085215,1,1.079583,1.661388,1.078157,1.662398,48537,11940662,7114,1770,11760110,198,62502,0,6128,61654,3078,38706,7836,103489356,1872811,28924493
1.090745,1,1.085215,1.662685,1.083816,1.662473,48281,11958540,7437,1776,11783550,262,62115,0,4130,62348,2163,38808,6597,103923221,1267336,28931528
1.096171,1,1.090745,1.662872,1.089371,1.662303,48437,11936093,7165,1752,11784343,1410,61915,0,4028,62224,2124,37600,6588,103791546,1290646,28934965
1.101492,1,1.096171,1.662376,1.094825,1.662607,48239,11944012,7038,1746,11778238,138,62285,0,4626,63026,2326,37778,6977,103661873,1320862,28928724
1.106719,1,1.101492,1.662913,1.100171,1.662287,48386,11938304,7397,1786,11751940,2216,61637,0,4064,62558,2157,37839,7299,103934507,1329552,28932544
1.111846,1,1.106719,1.661913,1.105421,1.662775,48059,11941105,7124,1766,11774475,270,62117,0,4202,61856,2186,38007,6496,103428472,1381269,28939494
1.116881,1,1.111846,1.662818,1.110572,1.662195,47963,11933182,7063,1742,11762276,142,62545,0,4338,62029,2289,38268,6922,103564522,1419710,28936767
1.121830,1,1.116881,1.663246,1.115629,1.663510,48718,11956004,7125,1644,11736874,712,62480,0,4264,62173,2231,38002,6190,103910933,1283381,28943043
1.126685,1,1.121830,1.662971,1.120604,1.662953,48423,11947195,7161,1654,11737234,214,61703,0,4408,62922,2249,38441,6624,103593532,1473668,28927712
1.131449,1,1.126685,1.662740,1.125481,1.662797,48266,11947333,7095,1664,11753938,812,62299,0,4460,62431,2312,38064,6757,103809632,1467996,28926913
1.136126,1,1.131449,1.661824,1.130267,1.661900,48517,11934631,7226,1660,11786018,1368,62312,0,4228,61869,2223,37057,6150,103384450,1463085,28925298
1.140728,1,1.136126,1.662615,1.134965,1.662342,48376,11940542,6857,1656,11764665,222,62611,0,4318,61651,2261,37338,6692,103736182,1491687,28919481
1.143839,1,1.140728,1.662656,1.139583,1.662631,48326,11949394,7021,1648,11788292,454,62532,0,4452,62425,2309,37762,6671,103824665,1423469,28940682
1.145991,1,1.143839,1.485937,1.143486,1.662451,48410,11960945,7007,1642,8258215,414,53014,0,6906,51638,3441,5696936,3472,63621048,1891439,25161477
1.147319,1,1.145991,1.304253,1.145657,1.304400,35966,7977988,6936,1668,7526768,1198,51339,0,6442,51072,3195,5845063,3139,63408237,915374,25066734
1.148593,1,1.147319,1.299778,1.146994,1.303612,35629,7972768,7104,1684,7565270,90,51217,0,6608,50500,3185,5940790,3195,63411257,1708938,25040498
1.149839,1,1.148593,1.297407,1.148277,1.298920,35516,7945849,7089,1654,7502622,52,51037,0,6434,51073,3192,5970862,3289,63366475,1700247,25004345
1.151032,1,1.149839,1.289379,1.149531,1.280285,35187,7714891,7262,1692,7465570,272,50988,0,6254,50868,3093,5927053,3218,62914256,1778090,24974995
1.152251,1,1.151032,1.298592,1.150725,1.298625,35665,7946902,6829,1654,7511108,96,51189,0,6196,50849,3077,5921903,3166,63280136,1539655,25018584
1.153596,1,1.152251,1.300430,1.151949,1.298411,35458,7942604,6807,1650,7554531,120,50388,0,6704,51132,3201,5876154,3039,63428166,1671345,25021268
1.153839,1,1.153596,1.297925,1.153155,1.297606,35843,7936211,7282,1678,7484317,162,51076,0,7146,50612,3340,5911034,14203,58447717,6114729,25923734
1.155274,1,1.153839,1.428143,1.155281,1.691056,8129,10338989,7292,618,12728,726,13366,0,689298,36181,413253,353727,1520151,214692576,369904477,7357205
1.155886,1,1.155274,1.221617,1.155108,1.220250,6239997,8518071,6740984,1486850,422727,6332,8776855,0,120660,10934704,71262,4818676,200700,129009564,24064864,24429909
1.156603,1,1.155886,1.242719,1.155686,1.248055,6586187,8668480,6873704,1486716,579158,45510,9655956,4,152516,10246661,130574,4339029,211935,138414928,25424900,25110959
1.157454,1,1.156603,1.251549,1.156406,1.235286,5950312,9935825,6912463,1515958,490507,14576,9649023,0,100786,9643139,57702,4510457,212615,124630321,25995164,24323887
1.158222,1,1.157454,1.241820,1.157179,1.191323,5618346,10627339,7038456,1553356,571239,44594,10541051,4,116066,10331950,64903,4085628,218582,125602037,26829881,24745693
1.159208,1,1.158222,1.287747,1.158050,1.309455,7286601,7677601,6925669,1527434,675373,3862,7887500,0,226148,10037504,218821,3943908,215263,117730717,34466410,23523247
1.160229,1,1.159208,1.283784,1.158971,1.300442,5826474,11492000,7609426,1661728,502940,5694,9674558,0,205930,9197351,192504,4051573,192571,157313175,29649860,25816086
1.161085,1,1.160229,1.294330,1.159910,1.260724,6691772,9109510,6925523,1501726,542293,2474,9934956,0,119584,9648760,101933,3858826,230069,147088716,26399998,26028099
1.161748,1,1.161085,1.262232,1.160902,1.299901,4580376,15366069,8033953,1802936,497447,5118,8697083,1,195174,10433618,195889,4650568,218227,142430274,29055793,25205458
1.162275,1,1.161748,1.230821,1.161599,1.232367,6576483,8380570,6639132,1442860,617114,29440,8859958,1,184464,9461362,213204,4577198,208444,138999967,32045527,24710928
1.162913,1,1.162275,1.242536,1.162147,1.259350,5528776,11618664,7350573,1600186,501074,9606,9175216,2,193854,9940241,203579,4623212,210838,136248425,33705462,24380060
1.163488,1,1.162913,1.240441,1.162745,1.264914,5796714,10750015,7520905,1646942,517968,4604,8838238,0,194328,10780539,197600,4676682,199411,142713669,28223036,24959787
1.164026,1,1.163488,1.234933,1.163330,1.253008,5720357,10137289,6121400,1319932,577052,1638,9540709,0,190478,10488144,203595,4696991,202576,140731205,31170233,24719538
1.164569,1,1.164026,1.229343,1.163878,1.223077,6890649,7163628,6331444,1393874,588209,2106,9723896,0,161198,9722198,208466,4648070,207681,157893468,33027743,25407122
1.165018,1,1.164569,1.240251,1.164408,1.239964,6372215,10303741,7695702,1669802,444762,9928,8185342,1,160606,9306183,182077,4662758,213041,136822814,25984151,24848268
1.165485,1,1.165018,1.225269,1.164936,1.252438,5830417,10404692,7097392,1549518,641863,8858,10511251,0,235492,10008497,218935,4223017,210743,106362458,33943618,22725307
1.166031,1,1.165485,1.241537,1.165385,1.242700,6607588,8134570,6645490,1456556,553567,4290,9662562,0,165522,9225095,196877,4497776,202201,119030405,31765260,23562637
1.166627,1,1.166031,1.249969,1.165872,1.240679,7386055,6630223,6608582,1454926,592618,9292,9660483,0,126686,9815316,94409,4535413,215534,133949932,26527740,24733701
1.166971,1,1.166627,1.237057,1.166491,1.248895,6669100,8399990,6523287,1422942,542389,7492,9027859,0,174894,10565969,183739,4725114,215427,127668240,28950441,24324025
1.167550,1,1.166971,1.264225,1.166856,1.315232,4221623,18581631,11318812,2831884,807490,8978,6135814,2,170794,10823541,173956,4753703,204865,122663518,27093480,23955632
1.168087,1,1.167550,1.241557,1.167423,1.244803,6967895,7658114,6545991,1424232,625953,9518,10356688,0,189278,8840183,171295,4459834,212024,132498707,28617014,24533859
1.168454,1,1.168087,1.219755,1.167978,1.235273,7103319,7334787,6418048,1398160,1251476,8056,5048096,1,253830,9079683,192365,4370684,218398,147667416,32839625,25041809
1.168834,1,1.168454,1.237404,1.168351,1.222769,6214591,9469732,6878583,1492980,687745,11126,10542850,0,119130,10273674,112202,4494860,223815,145410761,34469219,24969990
1.169186,1,1.168834,1.226652,1.168780,1.215251,5712123,11010404,7155763,1563344,529929,43538,9239961,5,202588,6844997,194947,4288933,201381,115734951,33898627,22963759
1.169474,1,1.169186,1.213665,1.169101,1.204937,6427873,8279772,6383748,1387704,597296,64166,9858348,2,133868,9566338,93475,4853221,210307,121736848,26957864,23665493
1.169915,1,1.169474,1.230544,1.169423,1.224246,7507776,6647136,6473392,1414722,663009,42048,10160341,4,144826,8833947,129086,4566199,210412,112484055,29582375,22850472
1.170298,1,1.169915,1.235710,1.169835,1.219205,6836610,8447778,7645522,1689736,594280,23240,5931422,1,120090,9709650,76091,4617298,207229,131566572,33441325,23971586
1.170566,1,1.170298,1.188261,1.170205,1.222672,6716150,7780876,6491159,1419104,661369,8578,10188162,0,277776,9366545,164348,4134342,203717,108288577,25488314,23156896
1.170899,1,1.170566,1.228826,1.170489,1.237161,6543328,8440540,6550193,1432734,467245,29810,9070212,0,205500,9451825,194545,4399563,222401,143558662,36769861,24580681
1.171329,1,1.170899,1.221193,1.170807,1.191194,7299159,6138904,6047527,1319504,636661,56228,10136889,7,115292,9312794,91487,4602678,205705,138424919,32931664,24503029
1.171762,1,1.171329,1.253604,1.171207,1.232935,6896818,8055454,6756633,1466912,401746,15852,8532059,1,149736,7992896,131710,4402245,221324,157925106,34538358,25686466
1.172117,1,1.171762,1.227227,1.171693,1.210584,7046143,6870032,6248974,1364076,598022,13800,9867508,4,94624,10721096,56646,4669244,217126,137106949,34350201,24339484
1.172530,1,1.172117,1.231917,1.172016,1.236804,5567742,11324843,7182232,1556776,623796,8760,10106884,0,150350,10401851,120740,4660752,207916,132417375,32086965,24323830
1.172891,1,1.172530,1.229324,1.172404,1.206966,7102259,7088007,6440937,1401594,660654,18720,10181390,0,94904,9365943,64396,4641635,233988,170229314,35518952,26510665
1.173297,1,1.172891,1.239104,1.172776,1.268777,4153757,18891277,9514136,2074610,499612,2698,7783389,0,215180,10214044,210149,4667413,195441,169541345,30004255,26238836
1.173686,1,1.173297,1.236284,1.173185,1.217214,6937317,7459694,6225174,1351214,697686,7550,10763552,0,93314,9695727,59817,4547521,207133,164300651,30686026,26025632
1.173998,1,1.173686,1.214104,1.173591,1.198923,6953177,6676005,5994322,1316048,593041,7042,9456075,0,171846,9400295,209817,4544042,193490,134834732,29378298,24603929
1.174392,1,1.173998,1.213495,1.173876,1.214675,6731212,9587555,8036578,1753150,576930,15914,8330136,0,187086,10511667,194741,4664038,213235,141015314,25493146,25174511
1.174770,1,1.174392,1.241918,1.174262,1.247272,6467051,9041745,6841127,1495394,496762,9782,8727101,2,131596,9963629,90162,4799446,215075,144936823,23601979,25159958
1.175122,1,1.174770,1.241526,1.174728,1.219224,5596569,9708130,5566754,1205732,495381,11266,9026077,0,101494,8637664,70322,4599975,212556,109692802,33305061,22777017
1.175412,1,1.175122,1.203196,1.175026,1.205695,7195180,6751280,6148929,1329982,706892,15074,10703929,0,167938,11091227,199201,4699015,212530,130813228,25443569,24531079
1.175706,1,1.175412,1.218843,1.175305,1.230842,6877188,7827740,6580138,1438686,565046,14088,9471681,0,169364,10490926,197218,4746675,199522,149531717,27610027,25208121
1.176013,1,1.175706,1.221165,1.175649,1.221167,6491267,8745485,6708827,1456600,556922,5230,9377335,0,111696,11415962,66652,4768564,212315,129046969,33312577,23754321
1.176428,1,1.176013,1.249843,1.175904,1.277628,5021283,13054643,7752178,1665824,623443,18602,9631112,0,180030,10159097,197403,4719001,203132,151278213,29132408,25433226
1.176797,1,1.176428,1.225779,1.176362,1.231142,6302573,9108141,7060241,1538878,657334,7522,6693013,0,182250,10236785,195554,4762065,207279,123819791,31709644,23776164
